                 Decay                   Y(i)      E(i)     Delta(i)
Nuclide  T1/2    Mode       Auger Line  (/nt)      (MeV)    Gy kg/nt
--------------------------------------------------------------------
                            Auger LMM  1.16E+00  2.900E-03  5.37E-16
                            Auger LMX  3.01E-01  3.425E-03  1.65E-16
                            Auger LXY  2.02E-02  3.972E-03  1.28E-17
                            CK MMX     1.49E+00  1.212E-04  2.90E-17
                            Auger MNN  2.94E+00  3.990E-04  1.88E-16
                            Auger MNX  6.86E-02  4.803E-04  5.28E-18
                            Auger MXY  1.38E-04  6.764E-04  1.49E-20
                            CK NNX     4.50E+00  3.018E-05  2.17E-17
                            Auger NXY  1.26E+01  1.136E-05  2.29E-17
                                                      Total 1.42E-15
Te-118  6 d EC              Auger KLL  7.27E-02  2.179E-02  2.54E-16
                            Auger KLX  3.15E-02  2.545E-02  1.28E-16
                            Auger KXY  3.27E-03  2.911E-02  1.52E-17
                            CK LLX     1.42E-01  2.881E-04  6.56E-18
                            Auger LMM  6.47E-01  2.968E-03  3.08E-16
                            Auger LMX  1.75E-01  3.524E-03  9.90E-17
                            Auger LXY  1.21E-02  4.100E-03  7.92E-18
                            CK MMX     7.43E-01  1.218E-04  1.45E-17
                            Auger MNN  1.65E+00  4.228E-04  1.11E-16
                            Auger MNX  4.99E-02  5.056E-04  4.04E-18
                            Auger MXY  1.28E-04  6.617E-04  1.36E-20
                            CK NNX     2.21E+00  2.735E-05  9.69E-18
                            Auger NXY  6.53E+00  1.690E-05  1.77E-17
                                                      Total 9.76E-16
Te-123  6.E+14 y EC         Auger KLL  1.26E-04  2.179E-02  4.41E-19
                            Auger KLX  5.48E-05  2.545E-02  2.23E-19
                            Auger KXY  5.68E-06  2.911E-02  2.65E-20
                            CK LLX     1.58E-02  3.369E-04  8.55E-19
                            Auger LMM  4.98E-01  2.882E-03  2.30E-16
                            Auger LMX  1.33E-01  3.429E-03  7.33E-17
                            Auger LXY  9.08E-03  3.994E-03  5.81E-18
                            CK MMX     5.89E-01  1.192E-04  1.12E-17
                            Auger MNN  1.39E+00  4.209E-04  9.37E-17
                            Auger MNX  4.18E-02  5.005E-04  3.35E-18
                            Auger MXY  9.73E-05  6.342E-04  9.89E-21
                            CK NNX     1.76E+00  2.719E-05  7.68E-18
                            Auger NXY  5.29E+00  1.683E-05  1.43E-17
                                                      Total 4.41E-16
Te-123m 119.25 d IT         Auger KLL  4.50E-02  2.267E-02  1.63E-16
                            Auger KLX  1.98E-02  2.651E-02  8.42E-17
                            Auger KXY  2.09E-03  3.035E-02  1.02E-17
                            CK LLX     1.46E-01  3.118E-04  7.30E-18
                            Auger LMM  6.83E-01  3.075E-03  3.37E-16
                            Auger LMX  1.93E-01  3.669E-03  1.14E-16
                            Auger LXY  1.37E-02  4.286E-03  9.39E-18
                            CK MMX     8.03E-01  1.199E-04  1.54E-17
                            Auger MNN  1.76E+00  4.497E-04  1.27E-16
                            Auger MNX  6.80E-02  5.421E-04  5.91E-18
                            Auger MXY  2.60E-04  6.910E-04  2.87E-20
                            CK NNX     2.31E+00  2.486E-05  9.21E-18
                            Auger NXY  6.88E+00  2.292E-05  2.53E-17
                                                      Total 9.08E-16
I-120   81.6 m EC B-        Auger KLL  2.26E-02  2.267E-02  8.20E-17
                            Auger KLX  9.95E-03  2.651E-02  4.22E-17
                            Auger KXY  1.05E-03  3.035E-02  5.09E-18
                            CK LLX     4.31E-02  2.954E-04  2.04E-18
                            Auger LMM  2.05E-01  3.084E-03  1.01E-16
                            Auger LMX  5.80E-02  3.678E-03  3.42E-17
                            Auger LXY  4.10E-03  4.295E-03  2.82E-18
                            CK MMX     2.33E-01  1.210E-04  4.52E-18
                            Auger MNN  5.22E-01  4.495E-04  3.76E-17
                            Auger MNX  2.01E-02  5.411E-04  1.74E-18
                            Auger MXY  7.56E-05  6.874E-04  8.33E-21
                            CK NNX     6.77E-01  2.493E-05  2.70E-18
                            Auger NXY  2.03E+00  2.292E-05  7.44E-18
                                                      Total 3.24E-16
I-120m  53 m EC B-          Auger KLL  2.26E-02  2.267E-02  8.21E-17
                            Auger KLX  9.95E-03  2.651E-02  4.23E-17
                            Auger KXY  1.05E-03  3.035E-02  5.10E-18
                            CK LLX     4.30E-02  2.951E-04  2.03E-18
                            Auger LMM  2.05E-01  3.084E-03  1.01E-16
                            Auger LMX  5.80E-02  3.678E-03  3.42E-17
                            Auger LXY  4.10E-03  4.295E-03  2.82E-18
                            CK MMX     2.33E-01  1.210E-04  4.52E-18
                            Auger MNN  5.21E-01  4.495E-04  3.75E-17
                            Auger MNX  2.01E-02  5.411E-04  1.74E-18
                            Auger MXY  7.56E-05  6.873E-04  8.32E-21
                            CK NNX     6.76E-01  2.493E-05  2.70E-18
                            Auger NXY  2.03E+00  2.292E-05  7.44E-18
                                                      Total 3.24E-16
I-122   3.63 m EC B-        Auger KLL  1.55E-02  2.267E-02  5.62E-17
                            Auger KLX  6.81E-03  2.651E-02  2.89E-17
                            Auger KXY  7.17E-04  3.035E-02  3.49E-18
                            CK LLX     2.94E-02  2.952E-04  1.39E-18
                            Auger LMM  1.40E-01  3.084E-03  6.93E-17
                            Auger LMX  3.97E-02  3.678E-03  2.34E-17
                            Auger LXY  2.81E-03  4.295E-03  1.93E-18
                            CK MMX     1.59E-01  1.210E-04  3.09E-18
                            Auger MNN  3.57E-01  4.495E-04  2.57E-17
                            Auger MNX  1.37E-02  5.411E-04  1.19E-18
                            Auger MXY  5.17E-05  6.874E-04  5.70E-21
                            CK NNX     4.63E-01  2.493E-05  1.85E-18
                            Auger NXY  1.39E+00  2.292E-05  5.09E-18
                                                      Total 2.21E-16
I-123   13.27 h EC          Auger KLL  8.07E-02  2.267E-02  2.93E-16
                            Auger KLX  3.56E-02  2.651E-02  1.51E-16
                            Auger KXY  3.74E-03  3.035E-02  1.82E-17
                            CK LLX     1.56E-01  2.958E-04  7.37E-18
                            Auger LMM  7.34E-01  3.085E-03  3.63E-16
                            Auger LMX  2.08E-01  3.679E-03  1.23E-16
                            Auger LXY  1.47E-02  4.295E-03  1.01E-17
                            CK MMX     8.36E-01  1.210E-04  1.62E-17
                            Auger MNN  1.87E+00  4.495E-04  1.35E-16
                            Auger MNX  7.21E-02  5.412E-04  6.25E-18
                            Auger MXY  2.71E-04  6.876E-04  2.99E-20
                            CK NNX     2.43E+00  2.493E-05  9.69E-18
                            Auger NXY  7.27E+00  2.292E-05  2.67E-17
                                                      Total 1.16E-15
I-124   4.176 d EC B-       Auger KLL  5.39E-02  2.267E-02  1.96E-16
                            Auger KLX  2.37E-02  2.651E-02  1.01E-16
                            Auger KXY  2.50E-03  3.035E-02  1.22E-17
                            CK LLX     1.04E-01  2.962E-04  4.96E-18
                            Auger LMM  4.91E-01  3.085E-03  2.43E-16
                            Auger LMX  1.39E-01  3.679E-03  8.19E-17
                            Auger LXY  9.83E-03  4.296E-03  6.77E-18
                            CK MMX     5.60E-01  1.210E-04  1.08E-17
                            Auger MNN  1.25E+00  4.495E-04  9.00E-17
                            Auger MNX  4.82E-02  5.412E-04  4.18E-18
                            Auger MXY  1.82E-04  6.879E-04  2.00E-20
                            CK NNX     1.62E+00  2.493E-05  6.48E-18
                            Auger NXY  4.86E+00  2.292E-05  1.78E-17
                                                      Total 7.74E-16
I-125   59.4 d EC           Auger KLL  1.31E-01  2.267E-02  4.76E-16
                            Auger KLX  5.77E-02  2.651E-02  2.45E-16
                            Auger KXY  6.08E-03  3.035E-02  2.95E-17
                            CK LLX     2.76E-01  2.998E-04  1.33E-17
                            Auger LMM  1.23E+00  3.088E-03  6.07E-16
                            Auger LMX  3.47E-01  3.683E-03  2.05E-16
                            Auger LXY  2.46E-02  4.300E-03  1.69E-17
                            CK MMX     1.41E+00  1.209E-04  2.73E-17
                            Auger MNN  3.12E+00  4.497E-04  2.25E-16
                            Auger MNX  1.21E-01  5.417E-04  1.05E-17
                            Auger MXY  4.57E-04  6.900E-04  5.05E-20
                            CK NNX     4.08E+00  2.492E-05  1.63E-17
                            Auger NXY  1.22E+01  2.293E-05  4.48E-17
                                                      Total 1.92E-15
I-126   12.93 d EC B- B+    Auger KLL  3.61E-02  2.267E-02  1.31E-16
                            Auger KLX  1.59E-02  2.651E-02  6.75E-17
                            Auger KXY  1.67E-03  3.035E-02  8.14E-18
                            CK LLX     6.97E-02  2.960E-04  3.31E-18
                            Auger LMM  3.28E-01  3.085E-03  1.62E-16
                            Auger LMX  9.30E-02  3.679E-03  5.48E-17
                            Auger LXY  6.58E-03  4.295E-03  4.53E-18
                            CK MMX     3.74E-01  1.210E-04  7.25E-18
                            Auger MNN  8.36E-01  4.495E-04  6.02E-17
                            Auger MNX  3.22E-02  5.412E-04  2.79E-18
                            Auger MXY  1.21E-04  6.878E-04  1.34E-20
                            CK NNX     1.09E+00  2.493E-05  4.34E-18
                            Auger NXY  3.25E+00  2.292E-05  1.19E-17
                            Auger KLL  4.19E-04  2.447E-02  1.64E-18
                            Auger KLX  1.87E-04  2.869E-02  8.61E-19
                            Auger KXY  2.01E-05  3.290E-02  1.06E-19
                            CK LLX     8.69E-04  3.152E-04  4.39E-20
                            Auger LMM  4.23E-03  3.323E-03  2.25E-18
                            Auger LMX  1.25E-03  4.000E-03  8.04E-19
                            Auger LXY  9.53E-05  4.703E-03  7.18E-20
                            CK MMX     4.78E-03  1.239E-04  9.49E-20
                            Auger MNN  1.07E-02  5.050E-04  8.68E-19
                            Auger MNX  6.14E-04  6.169E-04  6.07E-20
                            Auger MXY  4.12E-06  7.663E-04  5.06E-22
                            CK NNX     1.28E-02  2.613E-05  5.34E-20
                            Auger NXY  3.90E-02  3.623E-05  2.27E-19
                                                      Total 5.25E-16
I-129   1.57E+07 y B+       Auger KLL  5.75E-02  2.447E-02  2.25E-16
                            Auger KLX  2.57E-02  2.869E-02  1.18E-16
                            Auger KXY  2.76E-03  3.290E-02  1.46E-17
                            CK LLX     1.22E-01  3.194E-04  6.23E-18
                            Auger LMM  5.69E-01  3.325E-03  3.03E-16
                            Auger LMX  1.69E-01  4.002E-03  1.08E-16
                            Auger LXY  1.28E-02  4.706E-03  9.67E-18
                            CK MMX     6.47E-01  1.238E-04  1.28E-17
                            Auger MNN  1.44E+00  5.051E-04  1.17E-16
                            Auger MNX  8.26E-02  6.172E-04  8.17E-18
                            Auger MXY  5.56E-04  7.672E-04  6.83E-20
                            CK NNX     1.72E+00  2.616E-05  7.22E-18
                            Auger NXY  5.26E+00  3.624E-05  3.05E-17
                                                      Total 9.61E-16
I-130   12.36 h B+          Auger KLL  1.29E-03  2.447E-02  5.04E-18
                            Auger KLX  5.75E-04  2.869E-02  2.64E-18
                            Auger KXY  6.18E-05  3.290E-02  3.26E-19
                            CK LLX     2.67E-03  3.178E-04  1.36E-19
                            Auger LMM  1.27E-02  3.323E-03  6.79E-18
